beer_beerid,beer_style,styles,beer_name
34589,13,American IPA,Arlen's Goodbye IPA
34607,13,American IPA,Scrooge
34622,13,American IPA,Triple Dog Dare IPA
34639,13,American IPA,Willimantic IPA 2007
34655,13,American IPA,King Street Ale
34757,13,American IPA,Dry Dock USS Enterprise Strong Pale
34910,13,American IPA,Yiga's Revenge I.P.A.
34968,13,American IPA,Snapperhead IPA
34986,13,American IPA,Doppelganger IPA
35069,13,American IPA,High Roller IPA
35070,13,American IPA,Dr. Shock IPA
35079,13,American IPA,NZ Victory Hop Devil IPA
35137,13,American IPA,Post Coloniale
35200,13,American IPA,Iron Hill IPA
35243,13,American IPA,IPA
35274,13,American IPA,Hop Attack!!!
35370,13,American IPA,Twain's Jumping Frog IPA
35516,13,American IPA,Galena IPA
35608,13,American IPA,Just Outstanding IPA
35626,13,American IPA,Odell IPA
35648,13,American IPA,Willimantic Fallout Shelter IPA
35650,13,American IPA,O'Fallon IPA
35698,13,American IPA,Rowdy Rouge IPA
35730,13,American IPA,Turbo-Sarge
35761,13,American IPA,Bourbon Barrel IPA
35811,13,American IPA,Roadrunner IPA
35841,13,American IPA,McMenamin's Romulan Ale
35869,13,American IPA,Pioneer Industrial Pale Ale
35900,13,American IPA,Mill Street Special Dry  Hopped IPA
35907,13,American IPA,Ten
35941,13,American IPA,Sandy Bottom IPA
35970,13,American IPA,India Pale Ale
35996,13,American IPA,Flying Circus Big Hop Ale
36030,13,American IPA,1.5 IPA
36057,13,American IPA,Orlio Organic Seasonal India Pale Ale
36143,13,American IPA,Kokopelli IPA
36205,13,American IPA,Roundhouse Ale
36218,13,American IPA,IPA
36286,13,American IPA,Jamieson Beast IPA
36353,13,American IPA,Backdraft
36391,13,American IPA,Spring Training IPA
36426,13,American IPA,Warrior Pale Ale
36459,13,American IPA,Centennial IPA
36482,13,American IPA,Cascade IPA
36490,13,American IPA,Bombay IPA
36706,13,American IPA,Noah's El Camino IPA
36765,13,American IPA,Simcoe Pale Ale
36818,13,American IPA,Cheater Slick IPA (dark)
36872,13,American IPA,General Sherman IPA
36911,13,American IPA,Hop Head Heaven
37071,13,American IPA,Boscos HopGod Ale
37086,13,American IPA,Furving
37097,13,American IPA,While The Cat's Away IPA
37157,13,American IPA,Rocky Mountain IPA
37181,13,American IPA,Willimantic Hop Battle IPA
37188,13,American IPA,Dry Dock IPA
37232,13,American IPA,India Red Ale (I.R.A.)
37249,13,American IPA,Olde Richmond Batch No. 11 India Pale Ale
37307,13,American IPA,Landmark IPA
37313,13,American IPA,Rye IPA
37318,13,American IPA,Opus Mega Alpha
37328,13,American IPA,Shiva IPA
37340,13,American IPA,Sun Of Spot (Brewmaster Reserve 2007)
37357,13,American IPA,Irvington IPA
37363,13,American IPA,Super Centennial
37382,13,American IPA,Newport Storm Summer Ale
37384,13,American IPA,Atlantic IPA
37395,13,American IPA,Raasted Grilløl
37464,13,American IPA,West Coast IPA
37477,13,American IPA,Sierra Nevada Anniversary Ale (2007-2009)
37515,13,American IPA,Holy Hand Grenade
37531,13,American IPA,Elwood's IPA
37628,13,American IPA,India Dark Ale
37654,13,American IPA,Vortex IPA
37885,13,American IPA,Bravo IPA
37897,13,American IPA,Scourge Of Olde Town IPA
37916,13,American IPA,Hop Lava IPA
37961,13,American IPA,Gritty McDuff's India Pale Ale
38051,13,American IPA,Brave Hand IPA
38060,13,American IPA,Hop On Board
38113,13,American IPA,Balls To The Wahl Strom Hop Bomb
38174,13,American IPA,Sierra Nevada Barrel Aged Celebration Ale
38180,13,American IPA,Union Jack India Pale Ale
38212,13,American IPA,Yankee Clipper IPA
38278,13,American IPA,Methow Valley IPA
38328,13,American IPA,Hop Project #2
38388,13,American IPA,L'IPA Du Lièvre
38472,13,American IPA,Empire India Pale Ale
38480,13,American IPA,TLA IPA
38512,13,American IPA,Red-Eye P.A.
38555,13,American IPA,Amarillo IPA
38616,13,American IPA,Rockford Bay IPA
38623,13,American IPA,Down & Dirty IPA
38663,13,American IPA,Johnson Hollow IPA
38689,13,American IPA,Belly Up IPA
38766,13,American IPA,Oak Aged Los Diablos Del Paso
38789,13,American IPA,IPA
38799,13,American IPA,Mango Mama
38872,13,American IPA,Moto Brew Freestyle IPA
38909,13,American IPA,Hamilton's Tavern Cedar Plank Ale
38938,13,American IPA,Fresh Hop Organic Sustainable Harvest IPA
38951,13,American IPA,Simcoe Springs IPA
39000,13,American IPA,Knuckle Under IPA
39016,13,American IPA,Walking In London IPA
39093,13,American IPA,Conehead Wheat IPA
39100,13,American IPA,Hopworks Organic Red
39201,13,American IPA,Hopworks IPA
39220,13,American IPA,Over-the-Edge
39236,13,American IPA,HopArt IPA
39245,13,American IPA,Fog On The Tyne - Weizen Yeast Flavoured American IPA
39263,13,American IPA,Stash IPA
39340,13,American IPA,Anniversary Ale 2007
39341,13,American IPA,Plan B IPA
39349,13,American IPA,Metolius Dolly Varden India Pale Ale
39373,13,American IPA,Willimantic Autumnal Equinox IPA
39390,13,American IPA,Jockamo IPA
39423,13,American IPA,Hop Heaven 2007 (JLS Release #30)
39435,13,American IPA,Punk IPA
39477,13,American IPA,Mission IPA
39503,13,American IPA,Riptide
39576,13,American IPA,Brewmaster Special IPA
39584,13,American IPA,Pacific Jade IPA
39630,13,American IPA,Spring Tide IPA
39640,13,American IPA,Winter Brew 2007
39648,13,American IPA,Tesla Coil
39663,13,American IPA,Emergency Room I.P.A.
39664,13,American IPA,RyePA
39712,13,American IPA,Epicurean IPA
39732,13,American IPA,Hop Explosion
39774,13,American IPA,MCV IPA
39862,13,American IPA,Organic Kentucky Christmas
39863,13,American IPA,Sledgehammer IPA
39872,13,American IPA,Kennebunkport IPA
39879,13,American IPA,Misery Bay IPA
39882,13,American IPA,Furious - Oak Aged
39886,13,American IPA,10 Year Clelebration Ale
39922,13,American IPA,"Rat City ""Abyss"" Makers Mark Barrel Aged IPA"
39990,13,American IPA,Six Shooter IPA
40218,13,American IPA,Hopzilla
40242,13,American IPA,Indie Pale Ale
40279,13,American IPA,Eugene City Brewery Track Town 100 Meter Ale
40416,13,American IPA,IPA
40454,13,American IPA,Deep Seven IPA
40502,13,American IPA,O'Brien's IPA
40516,13,American IPA,Motor City 120W-60
40525,13,American IPA,De-Railed IPA
40529,13,American IPA,India Pale Ale
40535,13,American IPA,Santa Maria IPA
40563,13,American IPA,High Scaler IPA
40584,13,American IPA,Blizzard
40628,13,American IPA,Big Swell IPA
40640,13,American IPA,Extra Innings IPA
40763,13,American IPA,Stone 11th Anniversary Ale With Simcoe
40825,13,American IPA,Centennial
40880,13,American IPA,Hop Project #5
40891,13,American IPA,Epic IPA
40920,13,American IPA,Apehanger IPA
40952,13,American IPA,India Pale Ale
40953,13,American IPA,Nelson Sauvin IPA
41018,13,American IPA,Horizon IPA
41029,13,American IPA,Barley's Droughtfire IPA
41081,13,American IPA,India Pale Ale
41128,13,American IPA,Ides Of March IPA
41143,13,American IPA,Tail Dragger IPA
41161,13,American IPA,IPA
41266,13,American IPA,Cask-A-Bomb IPA
41277,13,American IPA,Owen's IPA
41371,13,American IPA,Henry Weinhard's India Pale Ale
41469,13,American IPA,Rainbow Warrior
41470,13,American IPA,Oppigårds Indian Tribute
41520,13,American IPA,Piledriver
41527,13,American IPA,Terrapin Hop Shortage Ale
41537,13,American IPA,"""Talk To Me"" IPA"
41539,13,American IPA,Tokens Clusterbomb
41571,13,American IPA,Super Freak
41586,13,American IPA,Cascade IPA
41588,13,American IPA,Hop Killa
41619,13,American IPA,Torrey Pines IPA
41625,13,American IPA,I.R.A. From The Wood
41676,13,American IPA,Kll 'n V Fn D Vll
41730,13,American IPA,Green Gold
41754,13,American IPA,Sarasota I.P.A.
41784,13,American IPA,Lake Placid India Pale Ale
41833,13,American IPA,Fritzkrieg Hop IPA
41838,13,American IPA,Triple Threat IPA
41872,13,American IPA,Workhorse IPA
41881,13,American IPA,Hoppy
41971,13,American IPA,Baldock Rye IPA
42007,13,American IPA,Mayflower IPA
42108,13,American IPA,Sim City IPA
42110,13,American IPA,Brewer's Whim Series: IPA (Generic Alias)
42158,13,American IPA,Half Day IPA
42165,13,American IPA,Stone California Double IPA
42268,13,American IPA,Captain Ron's IPA
42334,13,American IPA,Hop Session
42459,13,American IPA,Hop Project #6
42511,13,American IPA,Sterling IPA
42533,13,American IPA,Sierra Nevada Southern Hemisphere Harvest Fresh Hop Ale
42583,13,American IPA,India Pale Ale
42750,13,American IPA,Anniversary Ale
42760,13,American IPA,Cluster Phuch
42780,13,American IPA,Weldspatter IPA
42810,13,American IPA,Green Flash 2008 Surf's Up Symposium IPA
42860,13,American IPA,HopArt Cask Oaked
42931,13,American IPA,India Pale Ale
43058,13,American IPA,Heavenly Hops IPA
43101,13,American IPA,Scratch Beer 12 - 2008
43143,13,American IPA,Rye PA
43151,13,American IPA,Black Eye PA (Brewer's Reserve)
43160,13,American IPA,Alpha IPA
43181,13,American IPA,Marble IPA
43249,13,American IPA,Karl Strauss Rye IPA
43267,13,American IPA,IPA
43300,13,American IPA,The Drafting Room 14th Anniversary Ale
43303,13,American IPA,Prodigal Sun IPA (Brewmaster Reserve)
43347,13,American IPA,Different Time Zone IPA
43395,13,American IPA,Nearfest 10x10 IPA
43398,13,American IPA,Mt. Rainier IPA (2008 IPA Project)
43448,13,American IPA,Timberbeast IPA
43450,13,American IPA,Torrey Pines IPA
43495,13,American IPA,Twain's Bull Frog IPA
43506,13,American IPA,IPA
43554,13,American IPA,Mea Culpa
43560,13,American IPA,Sleeping Giant IPA
43579,13,American IPA,Hop Hog
43630,13,American IPA,La Solution!
43636,13,American IPA,Starboard IPA
43702,13,American IPA,Chilkoot Trail IPA
43713,13,American IPA,India Dark
43728,13,American IPA,Broken Oar IPA
43732,13,American IPA,Frank's 1st IPA
43764,13,American IPA,High Roller III (Brewer's IPA Series #3)
43786,13,American IPA,IPA
43841,13,American IPA,Lady Columbia IPA
43844,13,American IPA,Watershed IPA
43861,13,American IPA,See No Evil IPA
43863,13,American IPA,Styrian IPA (2008 IPA Project)
43928,13,American IPA,Berkshire Bourbon Barrel IPA
43969,13,American IPA,Yellow Snow IPA
43982,13,American IPA,Chinooker'd IPA
44033,13,American IPA,Dead Man Walkin' IPA
44059,13,American IPA,Grog
44182,13,American IPA,Ameni India Pale Ale
44185,13,American IPA,Amnesia IPA
44196,13,American IPA,Head Trauma IPA
44242,13,American IPA,Decades
44243,13,American IPA,Hidden Agenda
44248,13,American IPA,IPA
44293,13,American IPA,Tornado Alley IPA
44312,13,American IPA,SunFlower IPA
44328,13,American IPA,Ahtanumous IPA
44331,13,American IPA,Atlas India Pale Ale
44352,13,American IPA,Boiler Room IPA
44362,13,American IPA,E.R. + IPA
44426,13,American IPA,Westwood Brewing Company IPA
44454,13,American IPA,Cluster IPA (2008 IPA Project)
44466,13,American IPA,India Pale Ale
44473,13,American IPA,Gangster IPA
44512,13,American IPA,Sunburn IPA
44551,13,American IPA,Green Acres
44569,13,American IPA,FYIPA
44644,13,American IPA,Ned In A Barrel
44661,13,American IPA,Nightstalker IPA
44675,13,American IPA,Rebellion
44713,13,American IPA,IPA
44749,13,American IPA,Sierra Nevada Chico Estate Harvest Wet Hop Ale (2008)
44827,13,American IPA,Ginger Big Eye IPA
44888,13,American IPA,Harvest Ale
44912,13,American IPA,IPA
44935,13,American IPA,IPA
44947,13,American IPA,Wedge Iron Rail IPA
45016,13,American IPA,Summit IPA
45051,13,American IPA,Cambridge House Kirley's Revenge IPA
45062,13,American IPA,Independence Hop Ale
45100,13,American IPA,Eugene City Brewery Track Town 200 Meter Ale
45115,13,American IPA,555 IPA
45120,13,American IPA,BVC IPA
45172,13,American IPA,O'Hoppy IPA
45209,13,American IPA,Hop Project #7
45210,13,American IPA,Stone Wet Hopped IPA
45221,13,American IPA,Homegrown IPA
45229,13,American IPA,Hop Patootie
45329,13,American IPA,Hoppin' Mad
45343,13,American IPA,Lupulin Fresh Hop Ale
45354,13,American IPA,Local Series Hoperation Ivy 11
45433,13,American IPA,No Coast IPA
45465,13,American IPA,Aggie Ale
45467,13,American IPA,Oaked IPA
45498,13,American IPA,10 Barrel IPA
45523,13,American IPA,The Curse IPA
45561,13,American IPA,India Pale Ale
45625,13,American IPA,Happy Ending IPA
45650,13,American IPA,Mendo Mellow
45707,13,American IPA,Williwaw IPA
45746,13,American IPA,La Québécoise
45763,13,American IPA,Wet Hopped IPA
45778,13,American IPA,Perle IPA (2008 IPA Project)
45780,13,American IPA,Pile Driver IPA
45788,13,American IPA,Hop Harvest IPA
45798,13,American IPA,Disco Dog IPA
45801,13,American IPA,Hop Scare
45802,13,American IPA,Fresh Hop Organic Initial Attack Wildfire IPA
45803,13,American IPA,The Bitter Brewer
45810,13,American IPA,Back Fence IPA
45887,13,American IPA,One Hop Wonder #4 (Sterling)
45891,13,American IPA,Hopgasm
45961,13,American IPA,Amarillo IPA (2008 IPA Project)
46007,13,American IPA,IPA For Change
46009,13,American IPA,Willimantic India Pilsner Ale
46037,13,American IPA,Beerguy - Over The Top India Pale Ale
46073,13,American IPA,Rye IPA
46076,13,American IPA,Outrage Ale
46134,13,American IPA,Two Faced IPA
46146,13,American IPA,Tallgrass IPA
46157,13,American IPA,Eight Point IPA
46176,13,American IPA,Maple Cured Pale Ale
46205,13,American IPA,X-114 IPA
46253,13,American IPA,21 IPA
46304,13,American IPA,Bumper Crop IPA
46330,13,American IPA,Alice Unfettered IPA
46363,13,American IPA,Jai Alai IPA
46372,13,American IPA,Black Diamond Rye IPA Wet Hop
46390,13,American IPA,50 CAT IPA
46391,13,American IPA,Holiday Ale
46393,13,American IPA,Atomic Punk IPA
46398,13,American IPA,Magnum HOPSpitality
46414,13,American IPA,Upslope India Pale Ale
46438,13,American IPA,Aurora IPA
46445,13,American IPA,Wet Hopped Indie Pale Ale
46457,13,American IPA,Fast Eddie
46508,13,American IPA,Jubilation
46520,13,American IPA,Pioneer Frontier Ale
46566,13,American IPA,Stormcatcher IPA
46571,13,American IPA,Hop Project #9
46606,13,American IPA,Single-Wide I.P.A.
46689,13,American IPA,Willimantic Hip Hop IPA
46704,13,American IPA,Wet Mountain IPA
46836,13,American IPA,Hangar 24 IPA
46867,13,American IPA,G.P.S. IPA
46896,13,American IPA,Mission St. India Pale Ale
46929,13,American IPA,Swami's Harvest IPA
46980,13,American IPA,Invasive Species IPA
47060,13,American IPA,Chardonnay Hop Rod Rye
47179,13,American IPA,Celebration IPA
47189,13,American IPA,Glacier IPA
47248,13,American IPA,Compass IPA
47366,13,American IPA,Greenhouse IPA
47419,13,American IPA,Hop Monkey IPA
47439,13,American IPA,The Woods #2
47463,13,American IPA,Blue Hills India Pale Ale
47604,13,American IPA,Rustic Rye IPA
47608,13,American IPA,Capricorn
47633,13,American IPA,18 Barrel IPA
47734,13,American IPA,Brewmaster's Reserve Rye IPA
47788,13,American IPA,Hop Project #10
47796,13,American IPA,Ore-gone IPA
47892,13,American IPA,Aooni India Pale Ale
47919,13,American IPA,Warrior Single Hop IPA
48056,13,American IPA,Ringneck India Pale Ale
48070,13,American IPA,Echo IPA
48076,13,American IPA,Big Eye Double Ginger
48100,13,American IPA,221 B
48133,13,American IPA,Île De Grâce
48187,13,American IPA,HopArt Cask Dry Hopped
48227,13,American IPA,Harvest India Pale Ale
48233,13,American IPA,Hop Stimulus IPA
48243,13,American IPA,Modus Hoperandi
48253,13,American IPA,Jule IPA
48254,13,American IPA,HogWild IPA
48266,13,American IPA,Hop Heads Dream IPA
48330,13,American IPA,Brown's IPA
48336,13,American IPA,Hop Project #11
48458,13,American IPA,Nelson Sauvin Single Hop IPA
48478,13,American IPA,Tower 10 IPA
48485,13,American IPA,Geary's Holiday IPA
48570,13,American IPA,Sculpin (Double Dry Hopped)
48604,13,American IPA,Dry-Hopped India Pale Ale
48621,13,American IPA,Hop Project #12
48626,13,American IPA,Tadarida IPA
48649,13,American IPA,Alpha Prospector
48719,13,American IPA,Sheephead Ale
48809,13,American IPA,Périple
48831,13,American IPA,French Quarter IPA
48834,13,American IPA,Halcyon
48843,13,American IPA,Hoppy Laker IPA
48847,13,American IPA,Brockton IPA
48872,13,American IPA,Contraband IPA
48888,13,American IPA,Northwest Passage
48949,13,American IPA,Mike Duggan #09 IPA
48971,13,American IPA,Hale's Supergoose DIPA
48976,13,American IPA,West Coast IPA
48980,13,American IPA,Hop God
48982,13,American IPA,Creekside IPA
49001,13,American IPA,Miss Charlotte's IPA
49058,13,American IPA,Red Racer IPA
49066,13,American IPA,Newport Storm Lefty IPA
49067,13,American IPA,Hop Project #13
49068,13,American IPA,Calamity IPA
49164,13,American IPA,Stimulus IPA
49206,13,American IPA,Cole's 75th Anniversary IPA
49215,13,American IPA,Peak Organic IPA
49235,13,American IPA,Cassk-Kickin' IPA
49240,13,American IPA,Shimkos' Simcoes
49250,13,American IPA,Spring Training IPA (dry-hopped With Cascade)
49259,13,American IPA,MacTarnahan's Summer Grifter
49288,13,American IPA,Creeper IPA
49330,13,American IPA,44 IPA
49373,13,American IPA,Three Skulls Hop The Plank IPA
49380,13,American IPA,Chinook Indian Pale Ale
49388,13,American IPA,Beaver River IPEh?
49391,13,American IPA,Rye 75
49428,13,American IPA,Hop Project #14
49476,13,American IPA,Amarillo IPA
49547,13,American IPA,Afterglow IPA
49551,13,American IPA,Morning Wood IPA
49578,13,American IPA,The Trip I (Trippel IPA)
49605,13,American IPA,IPA
49650,13,American IPA,Nugget Single Hop IPA
49663,13,American IPA,Thrust
49704,13,American IPA,Red Eye PA
49725,13,American IPA,IPA
49753,13,American IPA,Jagged Edge IPA
49788,13,American IPA,Time-Out IPA
49814,13,American IPA,Outlaw IPA
49864,13,American IPA,One Hop Wonder #9 - Columbus
49914,13,American IPA,Alphadelic IPA
49989,13,American IPA,Anniversary IPA
50010,13,American IPA,"Bengali Tiger Wet Hopped With A ""Brooklyn Blend"" Hops"
50024,13,American IPA,IPA
50081,13,American IPA,Jai Alai IPA - Cedar Aged (Humidor Series)
50085,13,American IPA,Plan B IPA
50161,13,American IPA,Vitamin C IPA
50225,13,American IPA,IPA
50256,13,American IPA,Colossus IPA
50268,13,American IPA,Multnomah (Falls) IPA
50315,13,American IPA,Highlands IPA
50339,13,American IPA,Mumbai Rye
50345,13,American IPA,Pick Axe IPA
50361,13,American IPA,Menage A Singe
50471,13,American IPA,Barrel Aged Black Eye PA (Brewer's Reserve)
